Unnamed: 0,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description,Year,Cumulative Inflation (to 2023),Gross Adjusted for Inflation (2023)
161,L.A. Confidential,1997,138,8.2,91.0,64.62,597783.0,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",1997,1.8634069808952645,120.413359105452
162,V for Vendetta,2005,132,8.2,62.0,70.51,1148235.0,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",2005,1.5688209442452672,110.6175647787338
163,The Father,2020,97,8.2,88.0,132.0,173861.0,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",2020,1.1726448693120002,154.78912274918403
164,Der Untergang,2004,156,8.2,82.0,5.51,364966.0,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",2004,1.597059721241682,8.799799064041666
165,Pan's Labyrinth,2006,118,8.2,98.0,37.63,685345.0,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",2006,1.5350498475981087,57.76392576511683
166,Chinatown,1974,130,8.2,92.0,157.0,337525.0,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",1974,6.761491991612847,1061.5542426832171
168,Unforgiven,1992,130,8.2,85.0,101.16,424008.0,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",1992,2.1706388864836725,219.5818297566883
169,Monty Python and the Holy Grail,1975,91,8.2,91.0,1.23,555708.0,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",1975,6.2432982378696655,7.679256832579688
170,The Great Escape,1963,172,8.2,86.0,12.1,251447.0,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,1963,9.819292438547304,118.81343850642237
171,The Elephant Man,1980,124,8.2,78.0,156.0,250169.0,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",1980,4.286470478200566,668.6893945992882
172,Some Like It Hot,1959,121,8.2,98.0,25.0,275260.0,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",1959,10.411389693860526,260.28474234651316
173,Per qualche dollaro in più,1965,132,8.2,74.0,15.0,265277.0,Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.,1965,9.540629725524195,143.10944588286293
174,El secreto de sus ojos,2009,129,8.2,80.0,6.39,215764.0,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,2009,1.4310254253946038,9.144252468271517
175,Ran,1985,162,8.2,97.0,4.14,130734.0,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",1985,2.9453542226839122,12.193766481911396
177,Kimetsu no Yaiba: Mugen Ressha-Hen,2020,117,8.2,72.0,47.7,66551.0,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",2020,1.1726448693120002,55.935160266182415
180,Klaus,2019,96,8.2,65.0,177.0,169477.0,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",2019,1.1984430564368642,212.12442098932496
188,Yôjinbô,1961,110,8.2,93.0,148.0,127057.0,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,1961,10.076253502371646,1491.2855183510037
190,Z,1969,127,8.2,86.0,0.08,30273.0,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,1969,8.495816664961568,0.6796653331969255
192,Bacheha-Ye aseman,1997,89,8.2,77.0,0.93,77610.0,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",1997,1.8634069808952645,1.732968492232596
210,The Exorcist,1973,122,8.1,81.0,232.91,426238.0,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",1973,7.00490570331091,1631.512587358144
211,Jaws,1975,124,8.1,87.0,260.0,633517.0,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",1975,6.2432982378696655,1623.257541846113
212,Prisoners,2013,153,8.1,70.0,61.0,760272.0,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",2013,1.3417089856700282,81.84424812587172
213,Gone Girl,2014,149,8.1,79.0,167.77,1020071.0,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",2014,1.31798525114934,221.11838558532477
214,The Grand Budapest Hotel,2014,99,8.1,88.0,59.1,850285.0,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",2014,1.31798525114934,77.892928342926
215,Mad Max: Fury Road,2015,120,8.1,90.0,154.06,1040507.0,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max.",2015,1.2959540325952212,199.65467826161978
216,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,8.1,63.0,305.41,1165615.0,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",2003,1.6194185573390656,494.5866215969241
217,Blade Runner,1982,117,8.1,84.0,32.87,795309.0,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,1982,3.454334995197474,113.54399129214096
218,Hacksaw Ridge,2016,139,8.1,71.0,67.21,559469.0,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",2016,1.2730393247497263,85.56097301642909
219,The Terminator,1984,107,8.1,84.0,38.4,894223.0,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",1984,3.092621933818108,118.75668225861534
220,Stand by Me,1986,89,8.1,75.0,52.29,422177.0,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",1986,2.8239254292271454,147.66306069428742
221,Catch Me If You Can,2002,141,8.1,75.0,164.62,1036993.0,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",2002,1.6582846027152032,272.98681129897676
222,Ford v Ferrari,2019,152,8.1,81.0,117.62,429128.0,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,2019,1.1984430564368642,140.96087229810396
223,The Big Lebowski,1998,117,8.1,71.0,17.5,833531.0,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",1998,1.8197333797805317,31.845334146159306
224,Harry Potter and the Deathly Hallows: Part 2,2011,130,8.1,85.0,381.01,910308.0,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",2011,1.393172917233373,530.8128131950875
225,Ah-ga-ssi,2016,145,8.1,85.0,2.01,160072.0,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",2016,1.2730393247497263,2.5588090427469496
226,Ratatouille,2007,111,8.1,96.0,206.45,779088.0,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,2007,1.4976096074127891,309.1815034503703
228,The Help,2011,146,8.1,62.0,169.71,476372.0,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",2011,1.393172917233373,236.43537578367577
229,Logan,2017,137,8.1,77.0,226.28,797391.0,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",2017,1.245635347113235,281.86236634478286
230,"Three Billboards Outside Ebbing, Missouri",2017,115,8.1,88.0,54.51,531697.0,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,2017,1.245635347113235,67.89958277114245
231,Fargo,1996,98,8.1,86.0,24.61,698098.0,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,1996,1.9137189693794365,47.09662383642793
232,Inside Out,2015,95,8.1,94.0,356.46,746886.0,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",2015,1.2959540325952212,461.95577445889256
233,Rocky,1976,120,8.1,70.0,117.24,605128.0,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,1976,5.722546505838373,670.9113523444909
234,Dead Poets Society,1989,128,8.1,79.0,95.86,516660.0,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,1989,2.4984384605857257,239.50031083174767
236,Salinui chueok,2003,131,8.1,82.0,0.01,199792.0,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",2003,1.6194185573390656,0.016194185573390658
237,Into the Wild,2007,148,8.1,73.0,18.35,639564.0,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",2007,1.4976096074127891,27.481136296024683
238,Warrior,2011,140,8.1,71.0,13.66,485065.0,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",2011,1.393172917233373,19.030742049407877
239,Trainspotting,1996,93,8.1,83.0,16.5,705757.0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",1996,1.9137189693794365,31.576362994760704
240,Spotlight,2015,129,8.1,93.0,45.06,486300.0,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2015,1.2959540325952212,58.39568870874067
241,Platoon,1986,120,8.1,92.0,138.53,426296.0,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",1986,2.8239254292271454,391.19838971083647
242,"Monsters, Inc.",2001,92,8.1,79.0,289.92,942241.0,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",2001,1.7014000023857985,493.2698886916907
243,Before Sunrise,1995,101,8.1,77.0,5.54,324483.0,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",1995,1.9711305384608198,10.92006318307294
244,Rush,2013,123,8.1,74.0,26.95,495815.0,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,2013,1.3417089856700282,36.159057163807255
245,"Lock, Stock and Two Smoking Barrels",1998,107,8.1,66.0,3.9,599221.0,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",1998,1.8197333797805317,7.096960181144073
246,Room,2015,118,8.1,86.0,14.68,435564.0,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",2015,1.2959540325952212,19.02460519849785
247,Portrait de la jeune fille en feu,2019,122,8.1,95.0,3.76,100794.0,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",2019,1.1984430564368642,4.50614589220261
248,The Deer Hunter,1978,183,8.1,86.0,48.98,349246.0,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,1978,5.054828884358975,247.58551875590257
249,The Sound of Music,1965,172,8.1,63.0,163.21,247286.0,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,1965,9.540629725524195,1557.1261775028038
250,How to Train Your Dragon,2010,98,8.1,75.0,217.58,769718.0,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",2010,1.4071046464057069,306.1578289649537
251,12 Years a Slave,2013,134,8.1,96.0,56.67,721010.0,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",2013,1.3417089856700282,76.0346482179205
252,Barry Lyndon,1975,185,8.1,89.0,188.0,175642.0,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,1975,6.2432982378696655,1173.7400687194972
253,Cool Hand Luke,1967,127,8.1,92.0,16.22,183447.0,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",1967,9.206542703885594,149.33012265702433
254,Raging Bull,1980,129,8.1,90.0,23.38,366488.0,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",1980,4.286470478200566,100.21767978032922
255,Million Dollar Baby,2004,132,8.1,86.0,100.49,704185.0,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",2004,1.597059721241682,160.48853138757661
256,"Paris, Texas",1984,145,8.1,81.0,2.18,111924.0,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",1984,3.092621933818108,6.741915815723476
257,Gran Torino,2008,116,8.1,72.0,148.1,794579.0,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",2008,1.4639390101786796,216.80936740746245
258,Fa yeung nin wah,2000,98,8.1,87.0,2.73,158620.0,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",2000,1.7422336024430576,4.756297734669547
259,Stalker,1979,162,8.1,85.0,0.23,139553.0,A guide leads two men through an area known as the Zone to find a room that grants wishes.,1979,4.706544585064222,1.082505254564771
260,Tonari no Totoro,1988,86,8.1,86.0,1.11,357787.0,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",1988,2.6083697528514977,2.895290425665163
262,In the Name of the Father,1993,133,8.1,84.0,25.01,181367.0,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,1993,2.0931908259244674,52.35070255637093
265,Ben-Hur,1959,212,8.1,90.0,74.7,246746.0,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",1959,10.411389693860526,777.7308101313813
266,The Iron Giant,1999,86,8.1,85.0,23.16,213283.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,1999,1.7788205080943615,41.19748296746541
268,Before Sunset,2004,80,8.1,91.0,5.82,276929.0,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",2004,1.597059721241682,9.29488757762659
269,Relatos salvajes,2014,122,8.1,77.0,3.11,207584.0,Six short stories that explore the extremities of human behavior involving people in distress.,2014,1.31798525114934,4.098934131074447
271,Persona,1966,85,8.1,86.0,246.0,125251.0,A nurse is put in charge of a mute actress and finds that their personae are melding together.,1966,9.427499728778848,2319.1649332795964
275,Amores perros,2000,154,8.1,83.0,5.38,246958.0,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",2000,1.7422336024430576,9.37321678114365
278,Hotel Rwanda,2004,121,8.1,79.0,23.53,364032.0,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",2004,1.597059721241682,37.57881524081678
280,Paper Moon,1973,102,8.1,77.0,30.93,50319.0,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",1973,7.00490570331091,216.66173340340643
285,Festen,1998,105,8.1,82.0,1.65,90734.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",1998,1.8197333797805317,3.0025600766378773
288,Fanny och Alexander,1982,188,8.1,100.0,4.97,65764.0,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",1982,3.454334995197474,17.168044926131444
291,Trois couleurs: Rouge,1994,99,8.1,100.0,4.04,107010.0,A model discovers a retired judge is keen on invading people's privacy.,1994,2.0263221935377227,8.1863416618924
292,A Woman Under the Influence,1974,155,8.1,88.0,13.34,27173.0,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.",1974,6.761491991612847,90.19830316811539
293,Yi yi,2000,173,8.1,94.0,1.14,26696.0,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.,2000,1.7422336024430576,1.9861463067850855
296,Underground,1995,170,8.1,79.0,0.17,59881.0,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.",1995,1.9711305384608198,0.33509219153833936
298,Lagaan: Once Upon a Time in India,2001,224,8.1,84.0,0.07,117612.0,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,2001,1.7014000023857985,0.1190980001670059
299,La battaglia di Algeri,1966,121,8.1,96.0,0.06,63112.0,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",1966,9.427499728778848,0.5656499837267308
302,Ba wang bie ji,1993,171,8.1,83.0,5.22,31226.0,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,1993,2.0931908259244674,10.926456111325718
303,Kis Uykusu,2014,196,8.1,88.0,0.17,53610.0,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,2014,1.31798525114934,0.2240574926953878
335,Mandariinid,2013,87,8.1,73.0,0.14,47771.0,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",2013,1.3417089856700282,0.18783925799380397
340,Chak De! India,2007,153,8.1,68.0,1.11,82653.0,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.",2007,1.4976096074127891,1.662346664228196
345,Dune: Part One,2021,155,8.0,74.0,108.33,700476.0,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,2021,1.1530431360000002,124.90916292288001
346,Blade Runner 2049,2017,164,8.0,81.0,92.05,615385.0,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",2017,1.245635347113235,114.66073370177328
347,La La Land,2016,128,8.0,94.0,151.1,625365.0,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",2016,1.2730393247497263,192.35624196968362
348,Guardians of the Galaxy,2014,121,8.0,76.0,333.18,1233511.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,2014,1.31798525114934,439.1263259779371
349,The Imitation Game,2014,114,8.0,71.0,91.13,796469.0,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",2014,1.31798525114934,120.10799593723934
350,The Revenant,2015,156,8.0,76.0,183.64,836807.0,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,2015,1.2959540325952212,237.98899854578642
351,The Martian,2015,144,8.0,80.0,228.43,888025.0,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",2015,1.2959540325952212,296.0347796657264
352,Deadpool,2016,108,8.0,65.0,363.07,1079838.0,"A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.",2016,1.2730393247497263,462.2023876368831
353,The Princess Bride,1987,98,8.0,77.0,30.86,438629.0,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",1987,2.715312912718409,83.7945564864901
355,Black Swan,2010,108,8.0,79.0,106.95,795010.0,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.",2010,1.4071046464057069,150.48984193309036
356,Donnie Darko,2001,113,8.0,88.0,1.48,825457.0,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",2001,1.7014000023857985,2.518072003530982
358,The Avengers,2012,143,8.0,69.0,623.28,1426050.0,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,2012,1.3698848743690986,853.8218444967717
359,Her,2013,126,8.0,91.0,25.57,642655.0,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",2013,1.3417089856700282,34.30749876358262
360,JFK,1991,189,8.0,72.0,70.41,163659.0,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,1991,2.2770001919213723,160.32358351318382
361,Zootopia,2016,108,8.0,78.0,341.27,522567.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",2016,1.2730393247497263,434.45013035733905
362,The Incredibles,2004,115,8.0,90.0,261.44,772122.0,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",2004,1.597059721241682,417.53529352142533
363,Sin City,2005,124,8.0,74.0,74.1,781917.0,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",2005,1.5688209442452672,116.24963196857429
364,Casino Royale,2006,144,8.0,80.0,167.45,675695.0,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",2006,1.5350498475981087,257.04409698030327
365,Rain Man,1988,133,8.0,65.0,178.8,530976.0,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",1988,2.6083697528514977,466.37651180984784
366,Scent of a Woman,1992,156,8.0,59.0,63.9,314155.0,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",1992,2.1706388864836725,138.70382484630667
367,Magnolia,1999,188,8.0,78.0,22.46,321223.0,"An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley.",1999,1.7788205080943615,39.95230861179936
368,Dances with Wolves,1990,181,8.0,72.0,184.21,279380.0,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.",1990,2.390850201517441,440.41851562152783
370,The Pursuit of Happyness,2006,117,8.0,64.0,163.57,537225.0,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,2006,1.5350498475981087,251.08810357162264
371,Big Fish,2003,125,8.0,58.0,66.26,450162.0,A frustrated son tries to determine the fact from fiction in his dying father's life.,2003,1.6194185573390656,107.3026736092865
372,Aladdin,1992,90,8.0,86.0,217.35,443751.0,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,1992,2.1706388864836725,471.7883619772262
373,Groundhog Day,1993,101,8.0,72.0,70.91,657183.0,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right.",1993,2.0931908259244674,148.42816146630398
374,Twelve Monkeys,1995,129,8.0,74.0,57.14,632578.0,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",1995,1.9711305384608198,112.63039896765125
375,Planet of the Apes,1968,112,8.0,79.0,33.4,186673.0,An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.,1968,8.886624231549801,296.81324933376334
376,Young Frankenstein,1974,106,8.0,83.0,86.3,163912.0,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",1974,6.761491991612847,583.5167588761888
377,Kill Bill: Vol. 2,2004,137,8.0,83.0,66.21,779726.0,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",2004,1.597059721241682,105.74132414341175
378,Pâfekuto burû,1997,81,8.0,67.0,0.78,86050.0,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",1997,1.8634069808952645,1.4534574450983064
379,The Graduate,1967,106,8.0,83.0,104.95,282028.0,A disillusioned college graduate finds himself torn between his older lover and her daughter.,1967,9.206542703885594,966.2266567727931
380,The King's Speech,2010,118,8.0,88.0,138.8,694785.0,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",2010,1.4071046464057069,195.30612492111214
381,Blood Diamond,2006,143,8.0,64.0,57.37,568384.0,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",2006,1.5350498475981087,88.06580975670349
382,Slumdog Millionaire,2008,120,8.0,84.0,141.32,862246.0,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",2008,1.4639390101786796,206.88386091845098
384,Dog Day Afternoon,1975,125,8.0,86.0,50.0,266106.0,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",1975,6.2432982378696655,312.1649118934833
385,Beauty and the Beast,1991,84,8.0,95.0,218.97,467789.0,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,1991,2.2770001919213723,498.5947320250229
386,Akira,1988,124,8.0,67.0,0.55,195907.0,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.",1988,2.6083697528514977,1.4346033640683238
387,Do the Right Thing,1989,120,8.0,93.0,27.55,107768.0,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",1989,2.4984384605857257,68.83197958913675
388,The Bourne Ultimatum,2007,115,8.0,85.0,227.47,647042.0,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,2007,1.4976096074127891,340.66125739818716
389,Dogville,2003,178,8.0,61.0,1.53,154110.0,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",2003,1.6194185573390656,2.4777103927287705
390,Life of Brian,1979,94,8.0,77.0,20.05,412019.0,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",1979,4.706544585064222,94.36621893053766
