Unnamed: 0,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description,Year,Cumulative Inflation (to 2023),Gross Adjusted for Inflation (2023)
391,Papillon,1973,151,8.0,58.0,53.27,134978.0,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",1973,7.00490570331091,373.1513268153722
392,Lion,2016,118,8.0,69.0,51.74,244006.0,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",2016,1.2730393247497263,65.86705466255084
393,Chung Hing sam lam,1994,102,8.0,78.0,0.6,89420.0,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",1994,2.0263221935377227,1.2157933161226335
394,Butch Cassidy and the Sundance Kid,1969,110,8.0,66.0,102.31,221995.0,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",1969,8.495816664961568,869.207002992218
395,Mommy,2014,139,8.0,74.0,3.49,59678.0,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",2014,1.31798525114934,4.5997685265111965
396,Annie Hall,1977,93,8.0,92.0,39.2,271517.0,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",1977,5.37328310407359,210.63269767968475
398,Sling Blade,1996,135,8.0,84.0,24.48,96594.0,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",1996,1.9137189693794365,46.847840370408605
399,The Last Picture Show,1971,118,8.0,93.0,29.13,50454.0,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",1971,7.554160359507518,220.052691272454
400,The Hustler,1961,134,8.0,90.0,8.28,84722.0,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,1961,10.076253502371646,83.43137899963722
401,Rio Bravo,1959,141,8.0,93.0,12.54,65766.0,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",1959,10.411389693860526,130.55882676101098
402,Kaze no tani no Naushika,1984,117,8.0,86.0,0.5,175613.0,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,1984,3.092621933818108,1.546310966909054
406,Cinderella Man,2005,144,8.0,69.0,61.65,193322.0,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",2005,1.5688209442452672,96.71781121272072
407,Gandhi,1982,191,8.0,79.0,52.77,236927.0,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,1982,3.454334995197474,182.2852576965707
409,Fiddler on the Roof,1971,181,8.0,67.0,80.5,45855.0,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",1971,7.554160359507518,608.1099089403552
410,Pink Floyd: The Wall,1982,95,8.0,47.0,22.24,83482.0,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,1982,3.454334995197474,76.82441029319182
411,Zerkalo,1975,107,8.0,82.0,0.18,49732.0,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",1975,6.2432982378696655,1.1237936828165398
414,La dolce vita,1960,174,8.0,95.0,19.52,76010.0,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.,1960,10.207244797902476,199.24541845505632
415,What Ever Happened to Baby Jane?,1962,134,8.0,75.0,4.05,59319.0,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,1962,9.946943240248418,40.28512012300609
416,8½,1963,138,8.0,93.0,0.05,121910.0,A harried movie director retreats into his memories and fantasies.,1963,9.819292438547304,0.49096462192736523
417,Der Himmel über Berlin,1987,128,8.0,79.0,3.33,73924.0,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",1987,2.715312912718409,9.041991999352302
418,The Straight Story,1999,112,8.0,86.0,6.2,93802.0,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,1999,1.7788205080943615,11.028687150185043
420,Anatomy of a Murder,1959,161,8.0,95.0,11.9,68884.0,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",1959,10.411389693860526,123.89553735694027
422,Mou gaan dou,2002,101,8.0,75.0,0.17,128324.0,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",2002,1.6582846027152032,0.28190838246158456
423,Kaguya-hime no monogatari,2013,137,8.0,89.0,1.51,50445.0,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.",2013,1.3417089856700282,2.0259805683617427
426,Secrets & Lies,1996,136,8.0,91.0,13.42,45460.0,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",1996,1.9137189693794365,25.68210856907204
430,Touch of Evil,1958,95,8.0,99.0,2.24,107423.0,"A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town.",1958,10.661263046513179,23.881229224189525
431,La leggenda del pianista sull'oceano,1998,169,8.0,58.0,0.26,67190.0,"A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land.",1998,1.8197333797805317,0.4731306787429383
433,Tropa de Elite,2007,115,8.0,33.0,0.01,107348.0,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",2007,1.4976096074127891,0.014976096074127893
435,Dare mo shiranai,2004,141,8.0,88.0,0.68,29750.0,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",2004,1.597059721241682,1.0860006104443438
436,Song of the Sea,2014,93,8.0,85.0,0.86,61161.0,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",2014,1.31798525114934,1.1334673159884323
438,Le scaphandre et le papillon,2007,112,8.0,92.0,5.99,109134.0,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,2007,1.4976096074127891,8.970681548402608
440,Au revoir les enfants,1987,104,8.0,88.0,4.54,35164.0,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond.",1987,2.715312912718409,12.327520623741576
444,Mar adentro,2004,126,8.0,74.0,2.09,83743.0,"The factual story of Spaniard Ramon Sampedro, who fought a 28-year campaign in favor of euthanasia and his own right to die.",2004,1.597059721241682,3.3378548173951152
446,Persepolis,2007,96,8.0,90.0,4.45,97675.0,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,2007,1.4976096074127891,6.664362752986912
450,Okuribito,2008,130,8.0,68.0,1.5,53737.0,A newly unemployed cellist takes a job preparing the dead for funerals.,2008,1.4639390101786796,2.1959085152680196
451,"Crna macka, beli macor",1998,127,8.0,73.0,0.35,55338.0,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,1998,1.8197333797805317,0.6369066829231861
454,Bom yeoreum gaeul gyeoul geurigo bom,2003,103,8.0,85.0,2.38,85120.0,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,2003,1.6194185573390656,3.854216166466976
459,Ahlat Agaci,2018,188,8.0,86.0,0.03,25989.0,"An unpublished writer returns to his hometown after graduating, where he seeks sponsors to publish his book while dealing with his father's deteriorating indulgence into gambling.",2018,1.2236103606220383,0.03670831081866115
461,Central do Brasil,1998,110,8.0,80.0,5.6,41117.0,"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew.",1998,1.8197333797805317,10.190506926770977
462,Taegukgi hwinalrimyeo,2004,140,8.0,64.0,1.11,40502.0,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",2004,1.597059721241682,1.772736290578267
463,Tropa de Elite 2: O Inimigo Agora é Outro,2010,115,8.0,71.0,0.1,85101.0,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",2010,1.4071046464057069,0.1407104646405707
472,Puss in Boots: The Last Wish,2022,102,7.9,73.0,168.46,146066.0,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.",2022,1.1129760000000002,187.49193696000003
473,Titanic,1997,194,7.9,75.0,659.33,1238632.0,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",1997,1.8634069808952645,1228.6001247136749
475,Avatar,2009,162,7.9,83.0,760.51,1355689.0,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,2009,1.4310254253946038,1088.3091462668501
476,Arrival,2016,116,7.9,81.0,100.55,728588.0,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,2016,1.2730393247497263,128.00410410358498
477,Knives Out,2019,130,7.9,82.0,165.36,735106.0,"A detective investigates the death of the patriarch of an eccentric, combative family.",2019,1.1984430564368642,198.1745438123999
478,Edge of Tomorrow,2014,113,7.9,71.0,100.21,707149.0,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",2014,1.31798525114934,132.07530201767534
479,Bohemian Rhapsody,2018,134,7.9,49.0,216.43,562655.0,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",2018,1.2236103606220383,264.82599034942774
480,Iron Man,2008,126,7.9,79.0,318.41,1091753.0,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008,1.4639390101786796,466.1328202309934
481,Star Trek,2009,127,7.9,82.0,257.73,612641.0,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,2009,1.4310254253946038,368.81818288695126
482,Harry Potter and the Prisoner of Azkaban,2004,142,7.9,82.0,249.36,662076.0,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",2004,1.597059721241682,398.2428120888258
483,Fantastic Mr. Fox,2009,87,7.9,83.0,21.0,252714.0,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,2009,1.4310254253946038,30.051533933286677
484,Thor: Ragnarok,2017,130,7.9,74.0,315.06,785526.0,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",2017,1.245635347113235,392.44987246149583
485,Mulholland Dr.,2001,147,7.9,86.0,7.22,370038.0,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",2001,1.7014000023857985,12.284108017225465
486,True Romance,1993,119,7.9,59.0,12.28,235012.0,"In Detroit, a pop culture nerd steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple.",1993,2.0931908259244674,25.704383342352457
487,Boogie Nights,1997,155,7.9,85.0,26.4,274418.0,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",1997,1.8634069808952645,49.19394429563498
488,Jojo Rabbit,2019,108,7.9,58.0,33.37,416416.0,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,2019,1.1984430564368642,39.992044793298156
489,The Perks of Being a Wallflower,2012,103,7.9,67.0,17.74,531126.0,"Charlie, a 15-year-old introvert, enters high school and is nervous about his new life. When he befriends his seniors, he learns to cope with his friend's suicide and his tumultuous past.",2012,1.3698848743690986,24.301757671307808
490,The Blues Brothers,1980,133,7.9,60.0,57.23,207336.0,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",1980,4.286470478200566,245.31470546741838
491,Almost Famous,2000,122,7.9,90.0,32.53,285714.0,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,2000,1.7422336024430576,56.67485908747266
492,Marriage Story,2019,137,7.9,94.0,2.0,328893.0,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,2019,1.1984430564368642,2.3968861128737284
493,The Bourne Identity,2002,119,7.9,68.0,121.66,562285.0,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",2002,1.6582846027152032,201.74690476633162
494,E.T. the Extra-Terrestrial,1982,115,7.9,92.0,435.11,424017.0,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,1982,3.454334995197474,1503.0156997603729
495,Shrek,2001,90,7.9,84.0,267.67,706312.0,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",2001,1.7014000023857985,455.41373863860673
496,In Bruges,2008,107,7.9,67.0,7.76,448373.0,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",2008,1.4639390101786796,11.360166718986553
497,In the Heat of the Night,1967,110,7.9,76.0,24.38,80282.0,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",1967,9.206542703885594,224.45551112073076
498,Shaun of the Dead,2004,99,7.9,76.0,13.54,575899.0,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",2004,1.597059721241682,21.624188625612373
499,X-Men: Days of Future Past,2014,132,7.9,75.0,233.92,729460.0,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,2014,1.31798525114934,308.3031099488536
500,Children of Men,2006,109,7.9,84.0,35.55,514552.0,"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",2006,1.5350498475981087,54.57102208211276
501,Wonder,2017,113,7.9,66.0,132.42,172027.0,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",2017,1.245635347113235,164.94703266473456
502,District 9,2009,112,7.9,81.0,115.65,699157.0,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,2009,1.4310254253946038,165.49809044688593
503,Mystic River,2003,138,7.9,84.0,90.14,470600.0,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,2003,1.6194185573390656,145.97438875854337
505,Dallas Buyers Club,2013,117,7.9,77.0,27.3,504335.0,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",2013,1.3417089856700282,36.62865530879177
506,Life of Pi,2012,127,7.9,79.0,124.99,649664.0,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",2012,1.3698848743690986,171.2219104473936
507,Edward Scissorhands,1990,105,7.9,74.0,56.36,506750.0,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,1990,2.390850201517441,134.74831735752298
508,This Is Spinal Tap,1984,82,7.9,92.0,4.74,143552.0,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",1984,3.092621933818108,14.659027966297833
509,Boyhood,2014,165,7.9,100.0,25.38,361538.0,"The life of Mason, from early childhood to his arrival at college.",2014,1.31798525114934,33.450465674170246
510,Toy Story 2,1999,92,7.9,88.0,245.85,600951.0,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",1999,1.7788205080943615,437.3230219149988
511,Carlito's Way,1993,144,7.9,66.0,36.95,225948.0,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",1993,2.0931908259244674,77.34340101790907
512,Brazil,1985,132,7.9,84.0,9.93,206294.0,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,1985,2.9453542226839122,29.24736743125125
513,Spartacus,1960,197,7.9,87.0,30.0,139331.0,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",1960,10.207244797902476,306.21734393707425
514,The Nightmare Before Christmas,1993,76,7.9,82.0,75.08,354263.0,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",1993,2.0931908259244674,157.15676721040901
515,Per un pugno di dollari,1964,99,7.9,65.0,14.5,225217.0,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",1964,9.693279801132581,140.55255711642243
517,Charade,1963,113,7.9,83.0,13.47,81967.0,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,1963,9.819292438547304,132.2658691472322
518,Kôkaku kidôtai,1995,83,7.9,76.0,0.52,150058.0,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,1995,1.9711305384608198,1.0249878799996264
519,Wo hu cang long,2000,120,7.9,94.0,128.08,276811.0,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,2000,1.7422336024430576,223.14527980090685
520,Låt den rätte komma in,2008,114,7.9,82.0,2.12,222219.0,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",2008,1.4639390101786796,3.1035507015788006
521,The Wrestler,2008,109,7.9,80.0,26.24,314231.0,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",2008,1.4639390101786796,38.41375962708855
522,All the President's Men,1976,138,7.9,84.0,70.6,121618.0,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",1976,5.722546505838373,404.01178331218915
523,Before Midnight,2013,109,7.9,94.0,8.11,166107.0,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,2013,1.3417089856700282,10.881259873783927
524,Bound by Honor,1993,180,7.9,47.0,4.5,32929.0,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",1993,2.0931908259244674,9.419358716660103
525,Doctor Zhivago,1965,197,7.9,69.0,111.72,79911.0,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",1965,9.540629725524195,1065.879152935563
528,Manbiki kazoku,2018,121,7.9,93.0,3.31,81707.0,"On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence.",2018,1.2236103606220383,4.050150293658947
529,Ying xiong,2002,120,7.9,85.0,53.71,185034.0,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",2002,1.6582846027152032,89.06646601183357
531,Being There,1979,130,7.9,83.0,30.18,75363.0,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",1979,4.706544585064222,142.04351557723822
532,Serbuan maut 2: Berandal,2014,150,7.9,71.0,2.63,128092.0,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",2014,1.31798525114934,3.4663012105227637
535,The Wild Bunch,1969,145,7.9,98.0,12.06,87997.0,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",1969,8.495816664961568,102.45954897943652
537,Dancer in the Dark,2000,140,7.9,63.0,4.18,113668.0,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,2000,1.7422336024430576,7.28253645821198
538,A Christmas Story,1983,93,7.9,77.0,20.61,161373.0,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.",1983,3.2163268111708323,66.28849557823085
539,Patton,1970,172,7.9,86.0,61.7,105637.0,The World War II phase of the career of controversial American general George S. Patton.,1970,8.030072462156491,495.4554709150555
542,Sing Street,2016,106,7.9,79.0,3.24,97925.0,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,2016,1.2730393247497263,4.1246474121891135
543,The Artist,2011,100,7.9,89.0,44.67,245519.0,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,2011,1.393172917233373,62.23303421281478
546,Trois couleurs: Bleu,1993,94,7.9,87.0,1.32,106876.0,A woman struggles to find a way to live her life after the death of her husband and child.,1993,2.0931908259244674,2.763011890220297
547,Once Were Warriors,1994,102,7.9,77.0,2.2,35797.0,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,1994,2.0263221935377227,4.45790882578299
548,Short Term 12,2013,96,7.9,82.0,1.01,89975.0,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,2013,1.3417089856700282,1.3551260755267285
554,Hable con ella,2002,112,7.9,86.0,9.36,115402.0,Two men share an odd friendship while they care for two women who are both in deep comas.,2002,1.6582846027152032,15.521543881414301
555,Il conformista,1970,113,7.9,100.0,0.54,32373.0,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",1970,8.030072462156491,4.336239129564506
557,Bin-jip,2004,88,7.9,72.0,0.24,56869.0,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,2004,1.597059721241682,0.38329433309800365
559,Cat on a Hot Tin Roof,1958,108,7.9,84.0,17.57,51866.0,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,1958,10.661263046513179,187.31839172723656
561,Amour,2012,127,7.9,95.0,6.74,103400.0,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",2012,1.3698848743690986,9.233024053247725
562,Le cercle rouge,1970,140,7.9,92.0,0.37,26928.0,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.",1970,8.030072462156491,2.9711268109979017
566,My Name Is Khan,2010,165,7.9,50.0,4.02,111629.0,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,2010,1.4071046464057069,5.656560678550941
567,Taeksi woonjunsa,2017,137,7.9,69.0,1.53,28077.0,"A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",2017,1.245635347113235,1.9058220810832498
569,Darbareye Elly,2009,119,7.9,87.0,0.11,55529.0,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,2009,1.4310254253946038,0.15741279679340642
572,Kal Ho Naa Ho,2003,186,7.9,54.0,1.79,72406.0,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",2003,1.6194185573390656,2.8987592176369277
576,Ascenseur pour l'échafaud,1958,91,7.9,94.0,0.11,27413.0,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",1958,10.661263046513179,1.1727389351164497
580,Hoje Eu Quero Voltar Sozinho,2014,96,7.9,71.0,0.1,26780.0,"Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel.",2014,1.31798525114934,0.131798525114934
581,"4 luni, 3 saptamâni si 2 zile",2007,113,7.9,97.0,1.19,62141.0,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,2007,1.4976096074127891,1.782155432821219
582,Gully Boy,2019,154,7.9,65.0,5.57,41774.0,A coming-of-age story based on the lives of street rappers in Mumbai.,2019,1.1984430564368642,6.675327824353334
586,Vozvrashchenie,2003,110,7.9,82.0,0.5,46543.0,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",2003,1.6194185573390656,0.8097092786695328
587,Nueve reinas,2000,114,7.9,80.0,1.22,55207.0,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",2000,1.7422336024430576,2.1255249949805304
592,No Man's Land,2001,98,7.9,84.0,1.06,48084.0,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",2001,1.7014000023857985,1.8034840025289465
598,Dunkirk,2017,106,7.8,94.0,188.37,698509.0,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",2017,1.245635347113235,234.6403303357201
600,The Batman,2022,176,7.8,72.0,369.35,716891.0,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.",2022,1.1129760000000002,411.0776856000001
601,Everything Everywhere All at Once,2022,139,7.8,81.0,72.86,467995.0,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,2022,1.1129760000000002,81.09143136000002
602,Little Women,2019,135,7.8,91.0,108.1,224357.0,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",2019,1.1984430564368642,129.55169440082503
603,Pride & Prejudice,2005,129,7.8,82.0,38.41,312693.0,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",2005,1.5688209442452672,60.258412468460705
604,Drive,2011,100,7.8,78.0,35.06,674111.0,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,2011,1.393172917233373,48.84464247820206
605,The Notebook,2004,123,7.8,53.0,81.0,593448.0,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom. However, social differences soon get in the way.",2004,1.597059721241682,129.36183742057625
606,The Big Short,2015,130,7.8,81.0,70.26,454190.0,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",2015,1.2959540325952212,91.05373033014025
607,The Gentlemen,2019,113,7.8,51.0,36.47,366423.0,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",2019,1.1984430564368642,43.70721826825244
